name,color,cmc,manaCost,power,toughness,text,types,subtypes
Serpentine, Green,0,,+3,+3,"Whenever a land enters the battlefield under your control,
Augment {2}{G} ({2}{G}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)", Creature, Wurm
Shellephant, Green,3,{1}{G}{G},?,?,"{0}: Choose one. You may activate this ability while Shellephant is in any zone.
• Shellephant has base power and toughness 1/4.
• Shellephant has base power and toughness 3/3.", Creature, Turtle and/or Elephant
Slaying Mantis, Green,7,{5}{G}{G},6,6,"Just a second (As long as this spell is on the stack, players can't move cards on the battlefield.)
Slaying Mantis enters the battlefield by being thrown from a distance of at least three feet.
When Slaying Mantis enters the battlefield, it fights each creature an opponent controls that it touched as it entered.", Creature, Insect Wrestler
Squirrel Dealer, Green,1,{G},1,1,"When Squirrel Dealer enters the battlefield, ask a person outside the game ""Do you like Squirrels?"" If they do, create a 1/1 green Squirrel creature token.", Creature, Raccoon Lizard Bird
Steamflogger Service Rep, Green,3,{2}{G},1,1,"Whenever another Goblin enters the battlefield under your control, you may pay {1}. If you do, Steamflogger Service Rep assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)", Creature, Goblin Rigger
Wild Crocodile, Green,2,{1}{G},1,1,"When this creature enters the battlefield, search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.", Host Creature, Crocodile
Willing Test Subject, Green,3,{2}{G},2,2,"Reach
Whenever you roll a 4 or higher on a die, put a +1/+1 counter on Willing Test Subject.
{6}: Roll a six-sided die.", Creature, Spider Monkey Scientist
Baron Von Count, Black Red,3,{1}{B}{R},3,3,"Baron Von Count enters the battlefield with a doom counter on ""5.""
Whenever you cast a spell with the indicated numeral in its mana cost, text box, power, or toughness, move the doom counter one numeral to the left.
When the doom counter moves from ""1,"" destroy target player and put that doom counter on ""5.""", Creature, Human Villain
Better Than One, White Green,2,{G}{W},,,"A person outside the game becomes your teammate. (Choose any number of cards in your hand, on top of your library, or on the battlefield under your control. Those cards become your teammate's hand, library, and permanents, respectively.)", Sorcery,
Cramped Bunker, Red Green,6,{4}{R}{G},,,"At the beginning of each opponent's upkeep, that player moves a permanent they control to touch Cramped Bunker and no other permanents. If the player can't, destroy each permanent they control that isn't touching Cramped Bunker, then sacrifice it.", Enchantment,
Dr. Julius Jumblemorph, White Green,4,{2}{G}{W},4,4,"Dr. Julius Jumblemorph is every creature type (even if this card isn't on the battlefield).
Whenever a host enters the battlefield under your control, you may search your library and/or graveyard for a card with augment and combine it with that host. If you search your library this way, shuffle it.", Creature,
The Grand Calcutron, White Blue,2,{W}{U},,,"When The Grand Calcutron enters the battlefield, each player's hand becomes a program (an ordered row of revealed cards).
Players can only play the first card of their program.
If a card would be put into a player's hand from anywhere, that player reveals it and places it anywhere within their program instead.
At the beginning of each player's end step, if that player's program has fewer than five cards, they draw cards equal to the difference.", Artifact,
"Grusilda, Monster Masher", Black Red,5,{3}{B}{R},4,4,"Combined, enchanted, and equipped creatures you control have menace.
{3}{B}{R}, {T}: Put two target creature cards from graveyards onto the battlefield combined into one creature under your control. (Its power is equal to their total power, its toughness is equal to their total toughness, and it has their names, mana costs, types, text boxes, etc.)", Creature, Zombie Villain
Hot Fix, White Blue,6,{4}{W}{U},,,"You have ten seconds to look at and rearrange the cards in your library. At the end of those ten seconds, if you're touching one or more of those cards, shuffle your library.", Sorcery,
Ol' Buzzbark, Red Green,2,{X}{R}{G},3,3,"When Ol' Buzzbark enters the battlefield, roll X six-sided dice onto the battlefield from a height of at least X inches. For each die, put a number of +1/+1 counters equal to the result on each creature you control that die is touching. For each die, Ol' Buzzbark deals damage equal to the result to each creature an opponent controls that die is touching.", Creature, Goblin Warrior
"Phoebe, Head of S.N.E.A.K.", Blue Black,3,{1}{U}{B},2,3,"Phoebe, Head of S.N.E.A.K. can't be blocked by creatures with flavor text.
{2}{U}{B}: Phoebe permanently steals target creature's text box. (That creature loses all rules text, flavor text, and watermarks. This creature gains them.)", Creature, Human Spy
"Urza, Academy Headmaster", White Blue Black Red Green,5,{W}{U}{B}{R}{G},,,"+1: Head to AskUrza.com and click +1.
-1: Head to AskUrza.com and click -1.
-6: Head to AskUrza.com and click -6.", Planeswalker, Urza
X, Blue Black,2,{U}{B},2,2,"As long as X is in X's owner's opponent's hand, X's owner may cast X and activate X's abilities. That opponent can't cast X and plays with their hand revealed.
{U}{B}, {T}: Put X into target opponent's hand.
{3}{U}{B}: You may play a card in the same hand as X without paying its mana cost.", Creature, Human Spy
Mary O'Kill,Colorless,6,{5}{B/R},5,5,"{1}{B/R}: Switch a Killbot or Mary O'Kill in your hand with one on the battlefield. (If a creature is tapped, the switched creature is tapped. The same is true for untapped, attacking, blocking, enchanted, equipped, and targeted. Any counters on a creature are on the switched creature instead.)", Creature, Human Villain
Angelic Rocket,Colorless,8,{8},4,4,"Flying
When this creature enters the battlefield, you may destroy target nonland permanent.", Artifact Host Creature, Angel
Border Guardian,Colorless,4,{4},1,1,"Whenever you cast a silver-bordered spell, put a +1/+1 counter on Border Guardian.
Whenever you cast a black-bordered spell, Border Guardian can't be blocked this turn.
Whenever you cast a white-bordered spell, Border Guardian gains double strike until end of turn.", Artifact Creature, Knight
Buzzing Whack-a-Doodle,Colorless,4,{4},,,"As Buzzing Whack-a-Doodle enters the battlefield, you and an opponent each secretly choose Whack or Doodle. Then those choices are revealed. If the choices match, Buzzing Whack-a-Doodle has that ability. Otherwise, it has Buzz.
• Whack — {T}: Target player loses 2 life.
• Doodle — {T}: You gain 3 life.
• Buzz — {2}, {T}: Draw a card.", Artifact,
Clock of DOOOOOOOOOOOOM!,Colorless,4,{4},,,"{4}, {T}: Move the CRANK counter to your Contraption deck's next sprocket and crank any number of that sprocket's Contraptions.", Artifact,
Cogmentor,Colorless,1,{1},1,1,"Flying
{4}: Reassemble target Contraption you control. (Move it onto another one of your sprockets.)", Artifact Creature, Gnome Rigger
Contraption Cannon,Colorless,4,{4},,,"{2}, Sacrifice Contraption Cannon: It deals damage to any target equal to the number of Contraptions you control.", Artifact,
Curious Killbot,Colorless,2,{2},2,1,, Artifact Creature, Killbot
Delighted Killbot,Colorless,2,{2},2,1,, Artifact Creature, Killbot
Despondent Killbot,Colorless,2,{2},2,1,, Artifact Creature, Killbot
Enraged Killbot,Colorless,2,{2},2,1,, Artifact Creature, Killbot
Entirely Normal Armchair,Colorless,0,,,,"During your turn, if Entirely Normal Armchair is in your hand, you may hide it on the battlefield.
{0}: Return Entirely Normal Armchair to its owner's hand. Only any opponent may activate this ability and only if they see Entirely Normal Armchair.
{2}, Sacrifice Entirely Normal Armchair: Destroy target attacking creature.", Artifact,
Everythingamajig (a),Colorless,5,{5},,,"{2}, {T}: Move a counter from one permanent onto another. If the second permanent refers to any kind of counter, the moved counter becomes one of those counters. Otherwise, it becomes a +1/+1 counter.
{3}, {T}: Put a +1/+1 counter on target creature.
{4}, {T}: Proliferate. (You choose any number of permanents and/or players with counters on them, then give each another counter of a kind already there.)", Artifact,
Everythingamajig (b),Colorless,5,{5},,,"{2}, {T}: Draw a card. Activate this ability only if you have no cards in hand.
{8}, {T}: You gain 10 life.
{4}, {T}, Sacrifice Everythingamajig: You may put a silver-bordered permanent card from your hand onto the battlefield.", Artifact,
Everythingamajig (c),Colorless,5,{5},,,"{1}: Flip a coin. If you win the flip, add {C}{C}. Activate this ability only any time you could cast an instant.
{3}, {T}: Target player discards a card. Activate this ability only during your turn.
{X}: Everythingamajig becomes an X/X Construct artifact creature until end of turn.", Artifact,
Everythingamajig (d),Colorless,6,{6},,,"{T}: Add one mana of any color.
{1}, {T}: Say the flavor text on a card in your hand. Target opponent guesses that card's name. You may reveal that card. If you do and your opponent guessed wrong, draw a card.
{8}, {T}: Everythingamajig deals 12 damage to target creature.", Artifact,
Everythingamajig (e),Colorless,5,{5},,,"Sacrifice a land: You gain 2 life.
Sacrifice a creature: Add {C}{C}.
{2}, Discard a card: Search your library for a card that shares a complete word in its name with the name of the discarded card, reveal it, put it into your hand, then shuffle your library.", Artifact,
Everythingamajig (f),Colorless,8,{8},,,"{1}, {T}: Scry 2.
{1}, {T}, Pay 1 life: Create a 0/1 white Goat creature token.
{7}, {T}, Sacrifice Everythingamajig: Choose target player. At the beginning of the next end step, exchange life totals with that player, exchange control of all permanents you and that player control, and exchange cards in your hands, cards in your libraries, and cards in your graveyards.", Artifact,
Gnome-Made Engine,Colorless,4,{4},2,2,"When this creature enters the battlefield, create a 1/1 colorless Gnome artifact creature token.", Artifact Host Creature, Construct
Handy Dandy Clone Machine,Colorless,3,{3},,,"{2}, {T}: Create a 2/2 colorless Homunculus creature token. It must be represented by a unique hand and two fingers at all times, or it ceases to exist.", Artifact,
Kindslaver,Colorless,5,{5},,,"{5}, {T}, Sacrifice Kindslaver: A person outside the game controls target player during that player's next turn. Neither player may advise that person until the end of that turn.", Artifact,
Krark's Other Thumb,Colorless,2,{2},,,"If you would roll a die, instead roll two of those dice and ignore one of those results.", Artifact,
Labro Bot,Colorless,5,{5},3,3,"When this creature enters the battlefield, return target host card or card with augment from your graveyard to your hand.", Artifact Host Creature, Hound
Lobe Lobber,Colorless,2,{2},,,"Equipped creature has ""{T}: This creature deals 1 damage to target player or planeswalker. Roll a six-sided die. On a 5 or higher, untap it.""
Equip {2}", Artifact, Equipment
Mad Science Fair Project,Colorless,3,{3},,,"{T}: Roll a six-sided die. On a 3 or lower,
target player adds {C}. Otherwise, that player adds one mana of any color they choose.", Artifact,
Modular Monstrosity,Colorless,7,{7},3,3,"Whenever an opponent casts a spell, you have five seconds to choose a keyword you haven't chosen for a card named Modular Monstrosity today that's been printed on a creature card. If you do, Modular Monstrosity gains that ability. Otherwise, Modular Monstrosity loses all keyword abilities.", Artifact Creature, Construct
